hour_of_day,day_of_week,month,event_type,venue_capacity,estimated_crowd,area_m2,entry_points,emergency_exits,security_personnel,ambient_temp_c,occupancy_ratio,density_per_m2,crowd_density_level,stampede_risk
10,6,11,0,37515,16927,46224,15,2,411,23.5,0.4512,0.3662,0,0.3937
22,5,4,4,83583,52275,174877,7,9,261,12.7,0.6254,0.2989,1,0.6168
0,3,12,1,3670,1031,5091,15,28,161,32.5,0.2809,0.2025,0,0.3976
4,6,3,0,14734,5330,19401,3,11,297,16.2,0.3617,0.2747,0,0.4844
14,0,2,3,15451,10156,18762,6,17,424,34.4,0.6573,0.5413,1,0.6233
2,1,11,1,66071,31058,133947,14,7,362,6.3,0.4701,0.2319,0,0.5603
11,1,12,0,19779,14892,45187,15,26,44,28.0,0.7529,0.3296,2,0.4631
23,3,6,1,39251,16142,30828,13,4,424,23.5,0.4113,0.5236,0,0.5468
10,6,1,1,80967,29023,194895,17,11,198,8.8,0.3585,0.1489,0,0.5188
23,4,12,0,81555,20815,100160,8,2,334,8.8,0.2552,0.2078,0,0.4805
0,5,10,3,86071,16367,127946,2,4,353,19.0,0.1902,0.1279,0,0.5857
16,4,12,0,63099,17777,98175,7,28,95,7.7,0.2817,0.1811,0,0.3668
18,1,10,4,16723,12206,39379,18,16,104,8.1,0.7299,0.31,1,0.6141
21,4,6,4,55355,43552,50536,5,27,250,39.2,0.7868,0.8618,2,0.6571
7,4,1,1,28109,11326,24366,6,10,455,30.4,0.4029,0.4648,0,0.5904
3,6,2,1,70983,18759,44291,9,19,246,36.1,0.2643,0.4235,0,0.4609
1,4,2,1,68704,26237,116104,5,5,121,30.6,0.3819,0.226,0,0.7095
16,3,12,1,19689,15877,47317,10,20,218,8.7,0.8064,0.3355,2,0.6489
17,4,7,0,11630,5341,25200,6,13,164,36.4,0.4592,0.2119,0,0.4477
20,3,7,0,64098,24920,119523,5,14,187,10.9,0.3888,0.2085,0,0.4965
10,3,2,2,6958,5080,7399,18,9,78,26.4,0.7301,0.6866,1,0.6571
19,6,5,0,59342,9531,129933,4,8,18,38.3,0.1606,0.0734,0,0.4778
17,0,4,0,86508,38703,114489,6,25,224,22.6,0.4474,0.338,0,0.3625
10,0,10,0,71807,37259,67033,4,2,212,20.6,0.5189,0.5558,1,0.6147
6,4,9,0,21098,11137,45800,4,3,157,7.2,0.5279,0.2432,1,0.6077
13,6,11,3,50007,20166,93491,17,19,351,33.5,0.4033,0.2157,0,0.3278
7,3,6,2,12694,7014,19458,17,24,270,7.1,0.5525,0.3605,1,0.4507
17,1,6,4,84550,22887,99111,10,6,241,10.4,0.2707,0.2309,0,0.5336
11,2,5,0,58988,12619,60867,2,3,335,29.5,0.2139,0.2073,0,0.4682
5,0,6,2,96818,25849,229813,6,23,376,10.3,0.267,0.1125,0,0.4013
4,3,5,1,18774,15194,36836,10,18,481,28.1,0.8093,0.4125,2,0.5662
11,4,6,2,90478,38672,47324,6,24,42,13.3,0.4274,0.8172,0,0.5812
8,3,1,0,34645,25236,76861,4,5,402,21.0,0.7284,0.3283,1,0.5543
17,5,6,0,75909,39963,136315,14,16,15,37.1,0.5265,0.2932,1,0.4665
0,3,6,0,47456,8431,31341,12,17,372,39.9,0.1777,0.269,0,0.244
12,6,11,1,14963,3900,31823,5,7,21,27.8,0.2606,0.1226,0,0.7144
17,5,10,0,81907,55798,83880,6,24,352,22.8,0.6812,0.6652,1,0.467
17,1,7,0,69025,62916,122953,3,27,68,27.9,0.9115,0.5117,3,0.6552
22,1,11,0,88303,24900,73922,9,19,169,23.3,0.282,0.3368,0,0.381
4,4,3,1,32856,9718,38844,7,21,331,9.3,0.2958,0.2502,0,0.4467
3,5,7,1,47396,11845,85446,11,14,127,28.6,0.2499,0.1386,0,0.5375
1,0,2,4,95334,31864,126367,2,2,130,24.8,0.3342,0.2522,0,0.709
14,4,10,0,71806,35653,81918,15,25,173,9.8,0.4965,0.4352,0,0.3655
16,0,12,1,61347,37492,86977,12,18,325,14.6,0.6111,0.4311,1,0.5008
10,1,8,0,68095,39667,88045,3,10,327,20.2,0.5825,0.4505,1,0.5408
14,4,6,0,86051,61634,201764,12,16,195,28.3,0.7162,0.3055,1,0.5314
15,2,1,3,53136,30610,50916,3,23,17,39.1,0.5761,0.6012,1,0.6995
1,6,3,0,72117,30511,85466,17,20,426,34.8,0.4231,0.357,0,0.2756
17,0,5,2,94499,57324,170407,2,22,83,19.9,0.6066,0.3364,1,0.6983
8,2,10,1,13176,2895,21651,2,26,158,14.0,0.2197,0.1337,0,0.5025
17,2,4,0,98145,21509,138569,3,13,19,13.7,0.2192,0.1552,0,0.4951
16,2,1,0,57607,31438,58208,11,13,345,32.5,0.5457,0.5401,1,0.3963
20,6,10,4,11299,3029,25305,9,3,243,7.9,0.2681,0.1197,0,0.5806
9,4,4,1,90579,52523,212794,3,2,131,38.4,0.5799,0.2468,1,0.8306
21,3,7,4,26103,15208,61360,4,19,438,33.7,0.5826,0.2478,1,0.5498
12,4,3,0,30363,8288,22978,1,12,254,20.9,0.273,0.3607,0,0.449
2,0,5,0,22678,14428,23548,5,28,394,16.2,0.6362,0.6127,1,0.3773
3,4,5,2,54991,49504,106497,16,25,181,19.2,0.9002,0.4648,3,0.5533
1,4,2,0,85482,32984,114582,6,14,118,6.2,0.3859,0.2879,0,0.4718
17,3,12,2,92275,12139,183658,18,23,216,22.8,0.1316,0.0661,0,0.3914
7,5,2,3,18687,1625,27166,1,24,35,28.7,0.087,0.0598,0,0.5108
19,5,12,0,36213,5216,36181,18,14,13,33.0,0.144,0.1442,0,0.2685
2,6,12,2,76858,35074,56503,3,24,299,33.4,0.4563,0.6207,0,0.5407
17,6,4,0,97388,10552,74017,17,18,362,32.3,0.1084,0.1426,0,0.2394
0,3,7,4,16522,6179,16034,15,21,364,13.2,0.374,0.3854,0,0.3858
6,0,3,0,13673,10275,22178,9,25,12,37.3,0.7515,0.4633,2,0.5088
10,2,8,1,84923,69421,209798,18,29,476,30.9,0.8175,0.3309,2,0.4203
18,6,6,0,64543,48504,93267,14,19,272,13.0,0.7515,0.5201,2,0.4304
16,4,9,4,59073,43852,146174,1,21,252,37.5,0.7423,0.3,1,0.6918
6,3,8,1,74011,55341,61662,7,18,217,26.2,0.7477,0.8975,1,0.7182
3,3,9,0,18550,11367,40183,15,11,229,13.4,0.6128,0.2829,1,0.4268
4,6,10,1,41524,18870,50380,1,25,263,30.1,0.4544,0.3746,0,0.5906
23,3,7,0,81670,1985,162880,11,18,423,10.8,0.0243,0.0122,0,0.1912
14,6,4,1,32267,21188,17418,15,8,115,37.0,0.6566,1.2164,1,0.6456
3,5,4,0,3229,977,4396,9,17,55,20.9,0.3026,0.2222,0,0.4774
5,1,1,4,3324,2686,2584,14,26,436,11.7,0.8081,1.0395,2,0.4608
23,5,6,0,61003,49666,57852,2,11,294,38.8,0.8142,0.8585,2,0.6673
11,3,5,3,36509,12914,44196,16,10,175,29.4,0.3537,0.2922,0,0.5131
21,3,3,0,31331,2459,49224,3,11,105,30.3,0.0785,0.05,0,0.4527
1,5,10,0,40590,1777,47919,11,10,220,19.2,0.0438,0.0371,0,0.2801
3,4,9,0,90522,74907,215313,13,29,31,26.8,0.8275,0.3479,2,0.4603
4,1,10,3,30064,12668,40179,7,16,24,30.6,0.4214,0.3153,0,0.6729
2,6,12,2,51765,2159,96795,16,21,462,27.3,0.0417,0.0223,0,0.2504
22,2,3,1,98150,53817,90452,5,24,64,38.7,0.5483,0.595,1,0.6149
2,2,3,2,96406,92183,168794,1,20,61,13.2,0.9562,0.5461,3,0.8507
10,5,11,0,78648,18298,110088,9,23,40,16.2,0.2327,0.1662,0,0.4222
2,5,3,2,90567,45261,127173,15,7,260,21.2,0.4998,0.3559,0,0.5898
12,5,10,0,97586,61154,220073,8,12,43,5.5,0.6267,0.2779,1,0.5339
11,3,6,2,26754,11754,49489,17,15,482,14.0,0.4393,0.2375,0,0.3493
15,0,10,3,33868,19874,79815,19,17,441,24.6,0.5868,0.249,1,0.4168
7,2,7,3,50607,39749,83966,3,8,20,31.7,0.7854,0.4734,2,0.8076
15,1,6,2,77231,7270,45453,8,24,395,26.1,0.0941,0.1599,0,0.3803
17,2,7,0,8677,7267,7162,19,4,121,17.5,0.8375,1.0147,2,0.5698
23,1,12,3,35647,16087,41393,1,19,61,14.0,0.4513,0.3886,0,0.6733
21,5,7,4,68215,22375,132850,2,19,309,20.4,0.328,0.1684,0,0.5444
4,3,3,2,60618,22674,44536,4,22,88,13.1,0.374,0.5091,0,0.5892
16,4,10,4,30753,18244,58922,8,10,54,9.0,0.5932,0.3096,1,0.7492
15,2,7,2,27185,9228,20170,17,2,57,14.9,0.3395,0.4575,0,0.559
12,0,1,0,83033,30072,53459,17,13,95,38.3,0.3622,0.5625,0,0.3506
18,4,6,0,12542,7958,28379,19,6,29,6.5,0.6345,0.2804,1,0.5091
12,3,9,0,65872,39185,100383,11,12,215,27.9,0.5949,0.3904,1,0.4149
10,3,9,0,80458,34461,189052,4,24,445,15.1,0.4283,0.1823,0,0.3774
6,0,11,0,40476,28220,88149,1,12,81,16.0,0.6972,0.3201,1,0.6576
11,6,3,0,1989,767,4844,13,6,4,34.8,0.3856,0.1583,0,0.4937
13,5,1,1,35133,24877,60056,10,8,368,9.7,0.7081,0.4142,1,0.651
6,0,2,0,94659,29703,54496,17,18,205,17.1,0.3138,0.545,0,0.2921
6,6,3,2,61759,49839,146026,4,6,450,33.5,0.807,0.3413,2,0.7212
15,0,3,0,30381,16910,32592,10,27,314,30.4,0.5566,0.5188,1,0.2736
4,3,3,2,47696,33666,46964,2,10,443,7.6,0.7058,0.7168,1,0.6951
21,4,2,3,86753,42420,96883,12,13,447,32.9,0.489,0.4378,0,0.5166
23,4,8,2,9938,6899,5330,2,14,373,26.0,0.6942,1.2944,1,0.682
1,6,9,2,84350,67534,205621,1,16,113,22.3,0.8006,0.3284,2,0.7321
13,2,5,0,148,75,240,7,29,372,11.3,0.5068,0.3125,1,0.3723
7,5,8,2,91553,67311,105864,17,3,386,25.5,0.7352,0.6358,1,0.5947
21,4,5,0,28783,3949,48208,12,16,237,11.3,0.1372,0.0819,0,0.3312
20,4,12,2,48306,26811,108710,10,9,242,35.7,0.555,0.2466,1,0.6499
13,2,3,1,18451,5681,35059,14,14,214,21.8,0.3079,0.162,0,0.5031
11,2,12,0,88513,66541,138087,9,16,157,32.0,0.7518,0.4819,2,0.5584
7,2,1,1,60591,21896,75248,14,27,346,38.3,0.3614,0.291,0,0.4009
12,4,11,3,50458,7624,75416,19,22,120,15.2,0.1511,0.1011,0,0.3297
4,5,1,0,47271,19681,26496,18,13,104,19.6,0.4163,0.7428,0,0.3773
6,0,5,0,3268,964,4959,12,5,13,22.7,0.295,0.1944,0,0.5293
7,0,5,4,64616,48724,159712,14,14,179,14.7,0.7541,0.3051,2,0.6768
6,0,2,1,12886,2763,12817,19,19,468,10.6,0.2144,0.2156,0,0.3099
0,5,8,1,51114,6909,79675,8,27,256,37.7,0.1352,0.0867,0,0.4177
1,0,5,1,69277,19332,133883,11,6,464,16.4,0.2791,0.1444,0,0.4435
6,5,10,0,1330,437,1281,15,9,227,30.3,0.3286,0.3411,0,0.2785
14,3,6,1,44495,35823,48159,9,12,405,27.8,0.8051,0.7438,2,0.6738
23,2,4,2,63823,40364,130194,8,7,288,15.2,0.6324,0.31,1,0.7311
15,4,3,0,28937,11999,38057,6,4,242,22.9,0.4147,0.3153,0,0.5362
3,6,5,0,85946,46249,56125,13,28,180,28.0,0.5381,0.824,1,0.3483
4,0,11,1,20300,6346,37199,6,5,62,38.1,0.3126,0.1706,0,0.6817
14,4,7,0,64624,44100,68064,16,11,257,32.4,0.6824,0.6479,1,0.3977
10,6,7,2,93310,83319,178699,5,11,292,21.2,0.8929,0.4663,2,0.7795
9,0,7,1,59806,18747,72398,17,24,35,28.3,0.3135,0.2589,0,0.4501
2,0,11,0,5240,653,11681,3,7,4,8.5,0.1246,0.0559,0,0.558
7,4,2,0,10769,7744,14355,2,7,38,37.5,0.7191,0.5395,1,0.7374
14,4,6,0,16875,15002,35788,3,16,369,23.6,0.889,0.4192,2,0.6415
16,0,9,0,1351,405,2408,3,20,413,19.4,0.2998,0.1682,0,0.3888
4,1,7,2,54539,17075,111460,16,25,225,19.7,0.3131,0.1532,0,0.3573
8,2,9,1,73680,39575,104499,7,7,66,5.9,0.5371,0.3787,1,0.7093
19,2,4,1,41956,18986,23167,13,25,178,10.9,0.4525,0.8195,0,0.5508
10,0,12,0,95006,17885,55641,15,10,166,39.9,0.1883,0.3214,0,0.3458
23,1,8,0,47580,33155,115370,5,19,172,5.3,0.6968,0.2874,1,0.5412
10,2,10,3,29058,4413,18726,13,13,343,38.4,0.1519,0.2357,0,0.4309
1,1,5,0,92761,36650,118552,14,12,347,8.1,0.3951,0.3091,0,0.3918
14,2,6,2,91757,31570,151420,16,7,287,6.7,0.3441,0.2085,0,0.4401
17,3,4,3,42829,37437,84363,9,28,27,14.7,0.8741,0.4438,2,0.6957
1,3,12,1,57350,30006,128320,7,29,136,8.9,0.5232,0.2338,1,0.5257
3,5,12,0,45638,18576,95429,19,2,207,11.7,0.407,0.1947,0,0.3844
4,5,8,3,77578,29228,172306,10,9,221,13.5,0.3768,0.1696,0,0.5963
7,1,11,0,73176,46224,167809,5,13,38,5.3,0.6317,0.2755,1,0.5879
8,6,6,0,61109,15176,152217,15,9,83,23.7,0.2483,0.0997,0,0.3642
17,1,9,1,22181,16415,33065,10,21,300,8.9,0.74,0.4964,1,0.5639
1,0,12,4,23985,15214,18397,16,28,53,35.0,0.6343,0.827,1,0.5485
2,4,5,2,93905,44361,193635,13,19,213,38.9,0.4724,0.2291,0,0.5125
4,6,12,1,70095,44428,159461,9,18,61,32.4,0.6338,0.2786,1,0.6708
9,3,3,1,20551,3054,19675,19,15,55,16.2,0.1486,0.1552,0,0.4454
2,6,3,0,88533,34387,124994,5,18,452,29.2,0.3884,0.2751,0,0.3823
6,2,9,0,9266,3565,8068,11,9,387,34.5,0.3847,0.4419,0,0.3637
11,5,9,1,44098,15477,79289,1,24,322,22.9,0.351,0.1952,0,0.5199
5,1,3,1,36166,14398,87166,14,11,69,16.2,0.3981,0.1652,0,0.6082
20,5,10,1,4442,150,8239,7,16,133,9.1,0.0338,0.0182,0,0.5206
17,4,10,0,68076,24313,153579,6,7,402,26.2,0.3571,0.1583,0,0.4143
1,1,6,2,98982,32351,51019,1,12,299,16.5,0.3268,0.6341,0,0.6254
4,6,1,3,15085,5756,14432,8,27,317,34.2,0.3816,0.3988,0,0.3882
13,4,9,2,60563,34179,73969,17,10,487,23.2,0.5644,0.4621,1,0.4966
13,5,2,2,93920,53499,164046,16,5,75,11.3,0.5696,0.3261,1,0.6614
3,3,3,0,72735,19994,95070,12,23,381,8.5,0.2749,0.2103,0,0.2428
2,4,1,2,59461,21230,42432,7,11,455,38.9,0.357,0.5003,0,0.4837
0,1,4,2,49212,16131,65137,2,24,363,20.3,0.3278,0.2476,0,0.5068
15,1,8,2,64053,22216,114481,6,14,448,6.2,0.3468,0.1941,0,0.5502
3,5,2,2,90474,60218,66487,19,20,115,12.3,0.6656,0.9057,1,0.4839
3,2,10,2,35931,26648,88541,8,22,60,20.6,0.7416,0.301,1,0.6741
0,2,2,2,50142,31475,42399,16,13,336,17.4,0.6277,0.7424,1,0.5532
4,1,2,4,47207,6545,25698,17,8,485,7.9,0.1386,0.2547,0,0.3401
16,5,9,2,49214,12979,46863,5,22,260,21.2,0.2637,0.277,0,0.5281
8,6,3,2,98150,55621,104593,18,28,261,32.1,0.5667,0.5318,1,0.4453
14,1,10,4,92448,30009,185609,17,16,179,31.3,0.3246,0.1617,0,0.4889
1,5,11,0,73254,35859,147064,12,25,208,23.6,0.4895,0.2438,0,0.3301
15,1,5,0,30353,8493,54494,18,13,295,13.2,0.2798,0.1559,0,0.2487
16,3,4,1,92318,84760,96435,16,9,321,20.7,0.9181,0.8789,3,0.6803
6,4,3,1,84441,62961,88205,11,17,285,10.8,0.7456,0.7138,1,0.5897
4,4,3,1,82839,45247,41983,11,18,221,9.3,0.5462,1.0777,1,0.5981
4,6,1,0,44740,36506,64116,7,5,269,17.1,0.816,0.5694,2,0.6278
9,4,8,1,99028,64862,64398,9,16,407,18.0,0.655,1.0072,1,0.5595
13,2,5,0,40152,21703,41679,6,8,28,22.8,0.5405,0.5207,1,0.5971
1,3,7,3,51040,28491,50669,8,5,361,31.5,0.5582,0.5623,1,0.6292
5,2,1,0,73955,8187,64753,18,16,284,34.1,0.1107,0.1264,0,0.1492
12,1,7,0,24096,21466,31430,3,25,186,28.8,0.8909,0.683,2,0.5351
19,2,10,2,51459,18173,113342,1,24,401,18.9,0.3532,0.1603,0,0.4886
17,5,12,4,16326,12345,20486,9,18,9,32.3,0.7562,0.6026,2,0.698
6,6,9,3,72913,46248,66092,7,23,393,28.8,0.6343,0.6998,1,0.5973
15,1,11,1,88494,8748,105429,2,15,67,36.1,0.0989,0.083,0,0.5169
1,2,9,0,83160,63964,103835,12,4,333,14.3,0.7692,0.616,2,0.4613
2,4,6,3,28986,26508,32859,1,14,204,10.6,0.9145,0.8067,3,0.8172
7,6,10,0,80156,23851,171842,17,15,146,20.5,0.2976,0.1388,0,0.3331
13,5,11,0,72963,29702,71716,15,23,397,6.5,0.4071,0.4142,0,0.219
18,5,1,3,24895,17166,17262,1,21,382,22.8,0.6895,0.9944,1,0.6526
14,4,12,0,36696,10500,19939,9,22,472,31.1,0.2861,0.5266,0,0.2978
7,5,11,4,6740,2727,6684,8,20,171,11.3,0.4046,0.408,0,0.546
11,0,3,0,60421,29525,100053,14,20,438,20.7,0.4887,0.2951,0,0.2937
7,3,10,0,21032,7507,38554,19,8,40,34.6,0.3569,0.1947,0,0.374
0,4,12,0,15807,5766,20822,7,2,133,26.0,0.3648,0.2769,0,0.5919
0,3,3,2,75395,39657,44908,9,28,415,28.8,0.526,0.8831,1,0.4858
23,5,11,4,72854,58620,142392,5,29,294,25.4,0.8046,0.4117,2,0.6035
4,4,7,0,26769,11178,50559,7,6,321,30.9,0.4176,0.2211,0,0.4148
23,6,11,2,66866,7501,126001,3,14,291,20.2,0.1122,0.0595,0,0.488
15,5,5,0,14454,5616,8141,14,14,460,35.8,0.3885,0.6898,0,0.3286
19,1,12,1,72352,18200,48417,14,17,154,27.8,0.2515,0.3759,0,0.4799
16,2,6,2,86272,67718,116383,13,12,371,8.9,0.7849,0.5819,2,0.6488
14,3,3,2,73143,57954,130939,17,25,128,10.6,0.7923,0.4426,2,0.5217
23,4,3,0,16487,8282,22183,8,5,106,29.3,0.5023,0.3733,1,0.5468
4,3,5,0,42622,24132,55926,5,16,312,7.0,0.5662,0.4315,1,0.4685
1,5,12,1,1115,192,1027,17,21,319,20.3,0.1722,0.187,0,0.3435
16,5,4,0,99470,81977,94329,12,9,238,29.1,0.8241,0.8691,2,0.5464
9,5,3,3,73399,33598,48343,5,5,469,20.3,0.4577,0.695,0,0.6261
6,4,7,2,84802,45771,172043,15,26,34,38.7,0.5397,0.266,1,0.5024
4,0,3,2,67085,7645,83797,9,22,60,35.0,0.114,0.0912,0,0.4385
0,0,10,2,25019,18056,56752,7,25,425,19.6,0.7217,0.3182,1,0.5788
10,5,9,0,19524,5821,41556,8,8,277,7.2,0.2981,0.1401,0,0.4072
8,2,4,3,91200,52658,98472,8,24,47,29.6,0.5774,0.5348,1,0.611
5,0,11,1,79051,36431,173833,19,13,206,25.4,0.4609,0.2096,0,0.495
8,3,8,2,45736,16481,76854,18,17,131,10.3,0.3604,0.2144,0,0.4384
10,5,2,1,27184,20411,55033,8,18,431,39.7,0.7508,0.3709,2,0.6073
5,2,6,2,66030,22012,153289,1,13,484,21.9,0.3334,0.1436,0,0.5285
22,4,10,0,56568,47377,51756,1,8,77,18.1,0.8375,0.9154,2,0.7224
20,5,11,2,56839,1541,76771,5,25,147,5.8,0.0271,0.0201,0,0.3976
7,1,1,1,73173,48893,143315,11,8,162,19.8,0.6682,0.3412,1,0.7115
5,6,1,0,72904,23958,46057,19,5,294,22.8,0.3286,0.5202,0,0.3717
0,1,10,0,66078,56443,89223,4,14,127,38.7,0.8542,0.6326,2,0.6511
5,3,6,1,15019,2116,12847,14,19,212,37.4,0.1409,0.1647,0,0.3992
1,6,4,4,81794,40691,72770,16,11,256,36.2,0.4975,0.5592,0,0.5682
6,6,12,0,13939,10704,29511,17,23,401,27.1,0.7679,0.3627,2,0.3668
21,0,9,1,29656,13473,37377,10,18,185,34.6,0.4543,0.3605,0,0.5838
14,6,7,3,38847,25651,47758,7,18,253,17.5,0.6603,0.5371,1,0.6309
8,5,10,3,10428,7459,13381,6,2,209,16.6,0.7153,0.5574,1,0.8045
17,3,8,3,44893,20196,59641,11,15,57,31.2,0.4499,0.3386,0,0.6142
8,6,8,1,3041,2644,4969,11,17,185,17.0,0.8695,0.5321,2,0.6913
12,2,2,1,82304,33975,51456,17,16,35,25.9,0.4128,0.6603,0,0.5396
13,1,7,2,3554,2447,4306,12,17,463,14.7,0.6885,0.5683,1,0.4739
18,3,10,3,66162,27855,88077,8,12,171,30.5,0.421,0.3163,0,0.6009
3,2,3,0,84942,25274,55137,17,16,496,13.3,0.2975,0.4584,0,0.2318
20,4,9,2,97451,81341,130791,19,6,306,26.3,0.8347,0.6219,2,0.64
8,0,11,1,56991,23146,85423,4,6,238,28.6,0.4061,0.271,0,0.6564
13,6,1,4,31554,26833,33041,15,20,146,27.5,0.8504,0.8121,2,0.563
15,6,3,1,10091,5729,19096,2,13,168,30.5,0.5677,0.3,1,0.7029
18,2,10,1,82007,48582,118289,9,29,105,19.0,0.5924,0.4107,1,0.5734
22,4,12,2,53509,12054,82133,12,21,224,21.5,0.2253,0.1468,0,0.4664
10,2,4,1,51911,17957,80018,19,11,164,29.5,0.3459,0.2244,0,0.5486
0,3,3,4,38311,19122,58882,4,15,246,39.6,0.4991,0.3248,0,0.6137
6,4,7,2,13244,857,28766,1,21,259,19.0,0.0647,0.0298,0,0.4932
8,3,7,1,76784,56354,63444,4,26,262,10.2,0.7339,0.8882,1,0.6532
16,5,8,0,92709,15864,49517,6,19,33,5.6,0.1711,0.3204,0,0.3875
7,6,12,0,16064,8826,40141,13,22,399,21.0,0.5494,0.2199,1,0.2513
17,3,1,0,83370,13465,63916,3,20,467,32.3,0.1615,0.2107,0,0.2952
22,6,2,3,20816,4850,26148,10,4,142,18.7,0.233,0.1855,0,0.6474
14,5,3,0,82745,52252,193758,2,29,478,16.7,0.6315,0.2697,1,0.3993
8,1,12,0,68263,54034,59763,9,27,414,35.0,0.7916,0.9041,2,0.3433
20,2,5,0,93061,83618,214612,9,6,32,35.2,0.8985,0.3896,2,0.6732
9,3,4,0,50873,23856,111174,3,3,300,13.1,0.4689,0.2146,0,0.5252
9,2,6,1,25245,4620,30734,7,20,435,6.7,0.183,0.1503,0,0.3998
21,0,10,3,48404,36963,109651,12,11,6,16.0,0.7636,0.3371,2,0.7419
17,5,10,0,77024,30789,180940,11,27,143,18.3,0.3997,0.1702,0,0.3278
17,4,8,4,99394,55382,148352,3,3,439,7.6,0.5572,0.3733,1,0.6136
3,2,5,2,88657,44545,171300,12,18,177,25.8,0.5024,0.26,1,0.5452
21,0,3,0,52046,37145,89431,13,11,280,10.2,0.7137,0.4153,1,0.4723
12,6,3,0,7256,4577,12811,5,19,386,12.5,0.6308,0.3573,1,0.4201
11,6,9,0,96412,32660,105688,5,29,193,24.5,0.3388,0.309,0,0.3389
6,3,4,2,49807,15740,78706,4,14,196,6.9,0.316,0.2,0,0.5711
7,3,3,0,9956,9167,17537,6,2,433,22.9,0.9208,0.5227,3,0.6048
0,6,1,1,2311,1788,4502,12,9,393,24.5,0.7737,0.3972,2,0.5932
20,1,7,2,87754,41965,73223,17,20,293,11.1,0.4782,0.5731,0,0.4229
13,0,7,0,81444,8207,98028,7,26,207,19.3,0.1008,0.0837,0,0.2311
9,4,4,4,95179,23906,81033,12,12,110,38.0,0.2512,0.295,0,0.548
9,4,1,1,73583,51280,179567,3,14,38,5.3,0.6969,0.2856,1,0.7288
16,6,3,1,26802,15346,43726,16,25,376,22.1,0.5726,0.351,1,0.4406
2,3,10,0,51998,34904,50307,2,23,153,18.5,0.6713,0.6938,1,0.6159
6,6,3,1,17212,8747,11052,11,8,153,17.9,0.5082,0.7914,1,0.6244
9,2,12,2,38357,22226,31260,18,9,380,22.1,0.5795,0.711,1,0.5834
2,3,1,2,70920,18413,113663,17,14,186,28.0,0.2596,0.162,0,0.4925
22,2,7,0,97857,16542,205485,14,23,199,16.3,0.169,0.0805,0,0.2654
22,2,2,0,95790,36978,50110,10,17,298,35.3,0.386,0.7379,0,0.3223
7,2,12,1,5146,3714,8049,10,13,34,15.0,0.7217,0.4614,1,0.6814
15,5,1,1,52035,44632,81189,18,11,489,34.9,0.8577,0.5497,2,0.5573
12,0,5,1,73115,53577,179346,15,28,289,13.6,0.7328,0.2987,1,0.5448
9,2,11,0,87732,15722,150140,9,23,471,5.4,0.1792,0.1047,0,0.2057
20,6,2,4,32915,12049,28480,5,22,20,28.6,0.3661,0.4231,0,0.6384
23,1,4,2,58522,34111,118867,5,17,325,6.6,0.5829,0.287,1,0.6923
0,6,2,0,83298,38961,200853,15,3,139,8.2,0.4677,0.194,0,0.5096
5,1,9,2,13108,8510,24746,7,9,42,28.2,0.6492,0.3439,1,0.74
5,5,12,0,83392,33336,53646,3,29,69,18.5,0.3998,0.6214,0,0.4385
6,1,12,3,35989,17720,52205,16,8,179,6.5,0.4924,0.3394,0,0.597
6,2,5,3,64071,23145,50065,19,25,278,34.5,0.3612,0.4623,0,0.3661
20,0,6,0,90540,51500,101474,17,23,248,20.9,0.5688,0.5075,1,0.3209
20,6,3,1,98870,63852,219258,14,14,202,9.0,0.6458,0.2912,1,0.5894
20,0,8,1,67479,42175,65689,17,20,65,37.3,0.625,0.642,1,0.6173
10,6,8,3,75779,23327,65409,3,5,378,15.7,0.3078,0.3566,0,0.622
18,5,9,0,64557,19058,156479,3,5,169,19.1,0.2952,0.1218,0,0.5318
22,3,3,2,61952,11424,51043,16,20,18,7.1,0.1844,0.2238,0,0.4411
20,5,4,3,33718,17990,20862,7,6,124,21.6,0.5335,0.8623,1,0.7016
21,4,4,0,20596,11660,49424,5,17,136,21.6,0.5661,0.2359,1,0.4908
16,0,5,1,12754,4195,15141,14,10,133,36.4,0.3289,0.2771,0,0.5864
22,4,3,1,32389,12155,52706,18,3,44,16.9,0.3753,0.2306,0,0.6314
21,4,2,1,75047,52128,161012,11,18,93,26.7,0.6946,0.3238,1,0.6651
14,5,4,2,97121,72865,149620,15,20,478,15.6,0.7502,0.487,2,0.4883
14,3,3,0,45022,22426,80960,12,20,144,17.7,0.4981,0.277,0,0.3152
21,1,4,1,61735,31379,142324,5,15,304,19.1,0.5083,0.2205,1,0.5974
19,0,2,2,47552,20550,38090,12,12,456,35.0,0.4322,0.5395,0,0.4877
23,5,9,1,98224,48013,140412,17,9,64,17.5,0.4888,0.3419,0,0.5872
10,1,11,4,62820,44767,104919,19,25,493,5.6,0.7126,0.4267,1,0.4405
10,4,12,2,82410,75500,46573,7,7,220,17.0,0.9162,1.6211,3,0.7661
11,5,11,2,54428,45250,105827,7,17,202,6.5,0.8314,0.4276,2,0.688
7,3,2,2,76945,46039,92811,2,22,76,37.8,0.5983,0.4961,1,0.64
22,4,6,0,28701,7427,67025,18,14,209,32.3,0.2588,0.1108,0,0.2851
12,1,9,0,91200,53002,216295,6,7,275,27.7,0.5812,0.245,1,0.5153
8,4,2,1,24800,12130,15427,5,24,318,39.8,0.4891,0.7863,0,0.4914
4,6,8,0,28301,22028,61015,14,15,145,25.1,0.7783,0.361,2,0.4934
