disaster_type,people_count,children_count,elderly_count,injured_count,critical_count,time_elapsed_min,weather_severity,location_accessibility,flood_risk_score,landslide_risk_score,available_teams,nearest_team_dist_km,priority_score,priority_class
0,116,9,9,84,12,64.4,2,3,0.7618,0.6572,14,3.31,0.7223,2
0,51,24,6,41,19,8.6,1,1,0.9021,0.6458,2,8.83,0.5938,1
2,9,2,5,3,1,7.6,3,0,0.9074,0.0817,16,10.88,0.3701,1
1,111,1,41,43,15,5.9,3,0,0.5321,0.2266,3,5.49,0.7621,2
1,59,23,1,12,1,41.0,3,0,0.1583,0.7627,1,2.45,0.5854,1
3,71,5,7,15,0,85.2,1,1,0.7229,0.4481,14,1.62,0.536,1
7,124,55,4,76,11,50.0,1,3,0.7965,0.4829,16,21.69,0.7217,2
0,189,53,62,57,0,13.4,1,2,0.8504,0.3214,13,2.6,0.6257,2
5,139,37,61,23,4,38.7,2,1,0.4484,0.9625,0,12.98,0.6442,2
1,87,18,17,33,3,8.8,2,1,0.2634,0.5673,2,6.04,0.607,2
7,128,16,1,14,0,17.7,0,2,0.9826,0.1471,13,8.64,0.452,1
1,9,5,2,2,0,112.6,1,2,0.6234,0.4672,18,2.76,0.4373,1
6,5,1,0,1,0,18.3,0,0,0.0677,0.9129,13,1.84,0.1922,0
5,142,4,16,80,36,7.6,0,2,0.118,0.4181,9,7.06,0.6493,2
7,36,1,3,7,0,129.6,0,1,0.281,0.7885,11,9.18,0.416,1
3,158,74,6,35,5,79.4,0,0,0.2381,0.2773,15,0.43,0.6762,2
0,113,39,5,41,8,13.5,3,0,0.4769,0.6378,3,9.61,0.6954,2
1,118,19,33,54,19,37.9,1,1,0.8997,0.5486,10,4.54,0.8397,3
5,179,78,22,115,19,108.9,3,3,0.2693,0.8901,15,6.75,0.8796,3
0,55,11,10,29,0,2.6,0,2,0.9062,0.419,8,9.19,0.4332,1
3,44,3,16,15,3,75.7,1,1,0.44,0.5616,4,2.9,0.5192,1
2,173,43,26,130,75,20.6,0,2,0.4596,0.8551,2,9.26,0.8431,3
6,97,12,44,8,3,0.1,1,1,0.8459,0.0972,15,7.18,0.5549,1
2,187,13,11,60,1,86.5,0,0,0.9282,0.7371,2,9.37,0.589,1
2,65,0,23,27,1,19.4,3,1,0.846,0.6513,8,2.62,0.5618,1
4,48,18,1,9,0,26.8,2,2,0.6512,0.1501,13,14.76,0.4395,1
2,40,3,18,9,1,5.8,0,2,0.0576,0.4312,2,7.35,0.4904,1
6,47,0,11,14,2,20.4,2,0,0.9295,0.0301,12,17.05,0.4009,1
6,165,25,86,35,12,137.4,1,2,0.1039,0.2294,17,0.13,0.7545,2
3,83,5,8,23,10,5.0,0,2,0.8438,0.1846,2,0.51,0.5211,1
6,24,1,2,6,0,1.7,0,3,0.947,0.6551,7,8.15,0.3118,0
4,15,1,1,9,0,66.8,0,2,0.0156,0.9948,15,0.98,0.3089,0
3,108,1,2,92,24,9.5,1,3,0.5729,0.8486,16,7.16,0.6431,2
6,62,31,10,34,1,0.9,2,0,0.0873,0.0533,13,1.15,0.4767,1
3,177,26,55,76,20,13.0,1,1,0.0192,0.3946,18,4.1,0.8004,3
0,58,2,3,19,6,29.6,1,2,0.5512,0.6925,14,3.43,0.4665,1
2,152,12,17,33,10,48.2,0,0,0.5969,0.5949,3,24.79,0.6805,2
6,117,10,13,21,2,53.7,2,1,0.3966,0.486,5,5.26,0.5411,1
1,8,0,2,3,0,23.1,2,1,0.071,0.0161,3,13.92,0.3115,0
2,70,35,0,1,0,3.1,0,2,0.7163,0.8985,8,24.99,0.5262,1
7,113,55,22,37,1,1.0,1,0,0.7176,0.8298,19,1.62,0.5261,1
5,122,36,24,37,21,61.1,1,1,0.7395,0.7109,13,3.88,0.7238,2
1,22,2,2,5,0,47.9,2,1,0.3918,0.5529,14,16.66,0.4117,1
2,14,0,2,8,3,29.5,1,1,0.3476,0.8211,14,5.22,0.4132,1
4,138,38,1,68,28,26.6,0,0,0.7645,0.6484,0,9.81,0.7021,2
6,29,14,12,17,1,2.9,1,1,0.4597,0.6983,5,0.43,0.3261,0
5,104,11,1,55,24,18.3,0,0,0.6716,0.6855,19,7.79,0.6132,2
3,98,21,17,23,4,9.3,0,2,0.2325,0.2618,0,6.67,0.5815,1
5,70,0,13,29,18,15.7,1,0,0.0674,0.9719,0,2.88,0.5581,1
3,57,0,24,15,6,86.1,3,0,0.0788,0.6763,15,1.3,0.6327,2
1,108,22,6,20,4,3.9,1,2,0.0381,0.9395,9,0.92,0.6032,2
4,32,1,0,13,7,19.6,1,2,0.5908,0.5798,3,16.26,0.4199,1
4,189,85,45,61,42,5.7,0,2,0.5113,0.4078,4,11.25,0.7558,2
4,29,1,7,13,2,33.5,0,1,0.3819,0.9185,18,7.83,0.3304,0
1,17,0,0,2,1,5.6,1,1,0.5221,0.9344,15,0.16,0.3415,0
6,179,24,36,81,26,73.7,2,2,0.9714,0.1832,19,2.84,0.8145,3
6,77,8,3,55,5,11.3,3,1,0.5737,0.47,14,2.53,0.4856,1
0,157,48,34,80,6,11.1,0,1,0.1835,0.0742,8,13.38,0.6125,2
5,136,4,6,14,6,174.7,0,0,0.6827,0.9792,16,8.4,0.5973,1
5,177,45,38,12,1,57.1,0,0,0.2098,0.151,10,4.34,0.5143,1
6,44,9,2,8,4,47.9,2,2,0.3745,0.793,5,28.63,0.4327,1
5,100,30,26,17,5,21.9,2,3,0.7353,0.1097,5,8.37,0.6602,2
4,88,4,9,19,1,25.7,2,3,0.23,0.7959,13,23.66,0.528,1
3,70,4,8,25,3,16.0,0,3,0.1899,0.1617,11,12.86,0.4756,1
4,176,32,31,122,33,1.3,1,1,0.6096,0.7812,2,3.15,0.7509,2
0,128,31,40,105,14,41.9,0,0,0.918,0.9491,0,2.9,0.7545,2
6,112,26,6,45,9,12.1,0,1,0.3318,0.0405,3,14.97,0.5589,1
6,179,20,46,111,18,49.3,0,2,0.8523,0.0685,9,8.15,0.7166,2
7,24,2,9,10,0,71.2,2,2,0.259,0.8875,6,23.33,0.4069,1
0,175,116,28,33,9,54.0,2,2,0.8496,0.0641,9,2.84,0.7438,2
5,10,1,2,6,0,18.2,2,1,0.4652,0.9656,2,10.51,0.3008,0
6,82,1,27,66,41,7.4,0,1,0.6717,0.5753,7,8.78,0.5979,1
4,87,15,16,35,12,3.1,2,0,0.4579,0.254,0,46.86,0.6415,2
4,187,50,73,37,4,12.3,1,0,0.9971,0.8746,19,20.98,0.6118,2
7,41,19,11,15,5,86.5,2,2,0.7497,0.1987,18,8.66,0.582,1
5,126,63,44,41,20,9.9,1,0,0.0627,0.1935,18,32.11,0.6555,2
3,50,9,1,9,4,8.2,0,1,0.9119,0.9924,8,33.24,0.3622,1
7,172,84,45,54,18,3.5,0,2,0.7438,0.0618,1,2.22,0.7268,2
2,33,2,1,18,3,16.9,2,2,0.4769,0.9247,5,14.37,0.4622,1
3,60,0,7,53,18,34.9,0,1,0.1568,0.0147,16,28.67,0.5585,1
2,56,9,18,21,0,84.4,2,1,0.1294,0.184,2,5.24,0.5808,1
5,123,17,1,45,10,34.5,0,3,0.3497,0.5097,15,1.84,0.5745,1
6,112,0,10,36,8,49.0,0,1,0.2477,0.3517,4,3.55,0.5427,1
2,59,9,2,45,8,26.3,1,2,0.8644,0.9857,5,27.43,0.5301,1
2,2,0,0,0,0,54.0,2,1,0.143,0.0263,4,16.34,0.3606,1
1,13,2,1,0,0,33.6,0,1,0.3768,0.5036,19,2.45,0.3399,0
7,182,52,31,56,4,86.4,0,2,0.2339,0.5746,16,19.84,0.6486,2
7,85,47,2,27,7,20.5,2,1,0.8305,0.7043,3,6.75,0.6,1
6,67,20,6,10,0,30.7,1,1,0.7673,0.7153,16,27.32,0.3955,1
4,33,2,6,11,0,28.9,0,0,0.6036,0.3296,10,8.17,0.2621,0
5,73,11,15,16,1,0.4,1,2,0.3979,0.3621,12,1.5,0.4348,1
6,110,59,56,7,1,37.8,1,1,0.1424,0.0085,13,31.69,0.5404,1
4,16,0,1,7,2,112.2,2,1,0.8685,0.6174,18,10.45,0.333,0
0,26,6,1,15,2,49.1,0,0,0.3729,0.9449,14,1.3,0.3525,1
5,48,3,6,10,4,30.4,1,2,0.0006,0.6388,11,0.92,0.4101,1
0,66,21,4,24,5,6.6,0,3,0.1454,0.1568,0,0.54,0.5631,1
7,8,2,0,4,0,63.6,1,3,0.2841,0.1805,15,0.7,0.3062,0
1,65,6,7,24,4,9.8,1,2,0.2439,0.1318,18,7.59,0.542,1
5,62,33,16,28,14,64.6,0,2,0.5453,0.0281,14,0.1,0.613,2
3,38,3,0,13,0,29.7,2,0,0.5798,0.7633,3,0.33,0.3442,0
3,124,13,7,50,13,16.5,0,1,0.7882,0.1172,7,2.35,0.601,2
2,90,25,42,24,2,11.7,0,3,0.7303,0.2478,12,14.54,0.6663,2
6,11,4,1,6,0,6.5,0,2,0.6492,0.5242,0,8.03,0.1971,0
4,198,21,34,58,4,39.7,0,2,0.3257,0.8486,6,5.37,0.6564,2
7,119,31,17,11,4,33.2,0,0,0.1533,0.5192,1,6.24,0.5716,1
0,140,7,15,95,28,55.6,0,0,0.9239,0.044,9,0.93,0.6962,2
6,54,1,0,26,0,43.3,2,2,0.4761,0.8795,4,1.21,0.36,1
4,85,5,8,19,1,0.5,0,0,0.0772,0.6101,10,25.7,0.4657,1
7,128,8,6,87,1,1.3,3,3,0.1866,0.4704,18,3.65,0.5198,1
5,132,20,13,12,0,9.1,0,1,0.0287,0.3524,13,5.46,0.5337,1
6,164,16,7,86,2,26.8,0,0,0.6398,0.7603,12,0.99,0.414,1
7,128,25,13,16,1,25.7,3,1,0.1851,0.7532,18,4.1,0.5771,1
4,121,69,15,13,1,1.0,1,1,0.56,0.1577,13,2.98,0.5558,1
2,174,18,12,8,4,157.9,0,1,0.9056,0.2465,4,1.24,0.7338,2
5,118,2,16,112,47,21.4,0,1,0.7298,0.1829,6,4.07,0.5996,1
4,144,2,4,48,8,46.1,2,1,0.7917,0.8302,14,6.15,0.5623,1
4,106,0,10,59,14,1.3,0,1,0.2761,0.3037,11,19.74,0.4907,1
2,80,7,32,20,2,64.6,1,2,0.9945,0.064,3,1.41,0.6961,2
7,64,29,26,20,16,4.2,1,0,0.781,0.2395,11,12.98,0.5825,1
7,87,16,56,43,3,2.6,2,3,0.8762,0.1629,18,5.83,0.6299,2
2,72,17,12,24,4,12.8,3,3,0.0993,0.2552,1,1.59,0.647,2
3,34,15,6,11,3,52.4,1,1,0.4732,0.0001,19,34.51,0.4334,1
2,80,6,10,13,1,10.2,2,1,0.1707,0.4996,2,25.11,0.4906,1
2,137,46,37,35,1,39.1,0,0,0.1199,0.6519,11,2.86,0.646,2
2,198,65,37,109,41,102.2,0,3,0.154,0.3024,6,8.18,0.9203,3
7,54,0,0,33,4,13.9,1,0,0.9963,0.2127,5,12.68,0.3535,1
1,193,1,123,106,7,100.8,2,1,0.4165,0.2359,18,10.47,0.7838,2
4,139,12,8,25,3,91.6,1,1,0.9167,0.428,6,35.83,0.5587,1
4,84,5,3,19,2,15.2,0,2,0.7682,0.6892,11,4.33,0.49,1
1,82,0,28,21,2,4.9,0,3,0.2363,0.6833,16,5.21,0.6078,2
2,14,0,8,9,0,17.1,1,1,0.2428,0.1836,15,9.33,0.3599,1
7,42,3,0,26,4,2.8,2,1,0.2326,0.8942,15,15.53,0.3941,1
6,4,2,1,0,0,11.0,2,3,0.6379,0.1686,6,6.47,0.3261,0
1,39,19,5,11,0,3.3,1,0,0.0193,0.4064,12,1.61,0.4645,1
4,104,6,5,34,9,63.1,0,1,0.1843,0.9083,1,4.75,0.5535,1
2,164,14,16,81,31,5.9,1,2,0.4915,0.7498,5,15.68,0.8244,3
5,130,18,19,23,8,60.7,0,3,0.9548,0.1267,2,14.24,0.6733,2
2,34,13,12,9,1,45.6,3,2,0.4033,0.1697,6,16.02,0.5168,1
3,45,8,0,35,0,33.7,1,0,0.4128,0.0748,13,3.26,0.4044,1
0,98,35,11,50,21,17.0,2,0,0.8574,0.596,13,10.98,0.7328,2
2,165,77,0,121,8,39.5,2,2,0.0742,0.9614,0,0.76,0.7332,2
0,124,8,11,109,2,10.8,1,2,0.5041,0.2074,0,2.48,0.5693,1
7,176,18,7,94,17,63.9,0,1,0.3567,0.7575,0,13.92,0.6282,2
7,32,3,11,20,6,19.4,1,1,0.5023,0.4212,12,5.79,0.362,1
0,63,11,6,39,5,50.0,3,3,0.2332,0.0152,4,0.35,0.6399,2
1,197,50,44,32,22,5.3,0,2,0.965,0.8512,17,1.08,0.7876,2
0,25,3,1,3,1,7.9,2,1,0.3262,0.7981,4,16.49,0.3965,1
2,64,2,3,17,12,2.3,1,0,0.6228,0.5628,5,14.78,0.5088,1
3,110,0,17,28,8,12.3,1,1,0.5394,0.2775,7,14.19,0.6325,2
2,150,47,19,112,76,12.0,0,0,0.8628,0.4032,0,7.65,0.7406,2
3,119,15,0,64,10,36.1,0,1,0.0925,0.3266,12,33.9,0.6022,2
3,38,6,13,19,1,63.3,2,1,0.6219,0.9218,17,0.67,0.5059,1
2,23,6,6,10,3,2.3,2,1,0.3519,0.8533,11,24.77,0.4097,1
5,128,51,17,36,3,9.8,2,2,0.9759,0.4195,10,9.37,0.669,2
4,51,2,12,41,5,38.3,0,0,0.1049,0.3522,2,6.04,0.3927,1
1,114,25,0,30,1,29.8,0,3,0.8798,0.2031,11,27.66,0.6273,2
4,60,1,11,21,5,2.3,0,2,0.6799,0.1592,7,12.63,0.4481,1
1,59,35,3,11,1,7.7,2,0,0.8603,0.14,6,18.66,0.5443,1
1,136,110,50,82,12,0.7,2,2,0.8018,0.6075,17,5.52,0.7807,2
2,32,2,0,20,11,15.9,0,0,0.7983,0.1991,10,20.32,0.3951,1
1,107,29,25,61,6,1.5,3,1,0.8549,0.3701,5,5.73,0.7036,2
2,62,23,8,25,9,23.8,0,1,0.8022,0.7257,13,1.39,0.5587,1
1,196,4,4,68,20,12.3,0,0,0.2741,0.3722,9,13.92,0.6874,2
3,90,8,6,63,1,34.6,1,0,0.1629,0.1292,12,1.83,0.4765,1
0,157,5,55,58,13,9.2,1,1,0.0396,0.9285,19,3.3,0.7225,2
3,190,45,46,127,17,14.3,3,1,0.4902,0.7898,2,7.79,0.7385,2
7,140,11,54,74,12,12.9,2,2,0.4203,0.5687,6,5.69,0.7468,2
6,34,7,0,18,6,11.6,2,0,0.2981,0.8757,0,3.96,0.3148,0
4,171,9,24,141,7,28.3,0,1,0.4667,0.3476,10,3.08,0.6178,2
7,131,26,61,48,13,32.7,2,0,0.902,0.1276,0,11.36,0.7028,2
2,75,19,12,11,1,10.5,2,2,0.0278,0.3217,16,9.51,0.6079,2
3,170,34,67,89,11,18.9,0,2,0.6837,0.5542,9,0.76,0.7119,2
0,172,111,47,82,30,23.1,0,0,0.3266,0.5183,10,8.68,0.733,2
1,116,22,25,48,2,11.9,3,2,0.56,0.9852,12,14.12,0.7578,2
5,33,7,7,16,3,28.7,1,2,0.192,0.5525,13,2.37,0.4176,1
0,36,10,7,21,6,56.2,2,0,0.6128,0.4878,3,30.74,0.4561,1
2,53,3,7,32,0,66.2,1,2,0.2646,0.7503,7,27.92,0.539,1
2,197,30,35,42,1,10.3,2,1,0.3075,0.4726,17,3.14,0.7266,2
0,30,6,3,11,1,13.1,1,1,0.9422,0.4112,11,5.73,0.3452,0
2,11,1,1,4,0,8.3,0,1,0.2959,0.6958,12,22.51,0.2753,0
3,146,25,21,32,8,14.0,2,3,0.7135,0.5788,4,14.26,0.7254,2
1,139,29,11,130,13,102.3,0,2,0.3867,0.5738,7,6.17,0.7736,2
7,34,16,9,31,7,30.0,0,0,0.0234,0.0463,19,12.26,0.4351,1
1,63,10,8,15,3,10.2,0,2,0.9989,0.5296,1,3.61,0.4834,1
1,72,8,6,40,4,43.8,1,3,0.6104,0.3476,6,2.85,0.5967,1
4,68,19,0,48,2,20.6,0,3,0.5948,0.9964,11,28.73,0.5087,1
0,139,26,28,28,8,43.3,1,3,0.3296,0.7046,2,9.33,0.7316,2
4,46,9,17,7,1,42.7,3,3,0.8702,0.8015,1,14.06,0.5423,1
4,140,48,27,63,9,53.9,2,1,0.3381,0.3823,10,15.28,0.6903,2
6,152,61,0,11,0,39.4,1,1,0.0539,0.3458,3,7.63,0.5487,1
5,171,12,22,66,22,41.8,2,0,0.7512,0.1332,5,7.9,0.7604,2
1,56,20,17,13,1,26.7,0,1,0.4767,0.9168,13,16.12,0.5541,1
4,103,19,37,36,15,6.5,0,2,0.5783,0.7255,16,9.77,0.7091,2
6,135,85,5,52,15,108.4,2,0,0.6635,0.8873,14,5.42,0.7602,2
7,56,22,10,28,0,132.8,0,0,0.2947,0.0454,7,33.79,0.4741,1
1,183,0,42,126,1,36.5,1,1,0.6373,0.1255,18,4.24,0.6255,2
3,34,7,8,9,4,13.3,1,0,0.4379,0.7209,11,5.19,0.4079,1
3,74,5,5,65,11,0.1,0,1,0.7579,0.1011,4,7.58,0.5021,1
3,12,0,0,0,0,4.9,0,0,0.5239,0.6326,7,13.64,0.1865,0
5,137,24,9,95,16,15.9,0,0,0.4657,0.5918,17,11.71,0.6356,2
0,76,5,10,30,2,37.3,1,2,0.9681,0.9587,19,9.79,0.5469,1
3,148,95,30,61,18,12.5,1,0,0.4444,0.6363,8,24.85,0.7236,2
5,155,42,29,78,18,8.2,1,2,0.8228,0.0567,16,5.94,0.7326,2
7,134,15,12,36,2,29.8,0,2,0.6352,0.0135,17,1.67,0.5866,1
7,84,14,8,55,12,20.3,1,1,0.4631,0.9918,9,0.44,0.5128,1
0,173,38,56,66,35,48.2,2,0,0.9589,0.7018,4,4.54,0.8115,3
3,5,1,0,2,0,78.0,2,1,0.944,0.6647,16,1.96,0.384,1
1,6,2,0,2,0,15.1,2,1,0.4365,0.5925,7,1.45,0.3392,0
5,198,79,23,26,5,4.5,2,0,0.6241,0.7243,5,10.82,0.5304,1
5,100,29,47,35,1,1.8,1,3,0.053,0.1152,8,20.49,0.6232,2
5,156,18,12,101,14,3.6,2,0,0.0959,0.568,17,6.95,0.6275,2
1,169,10,25,20,1,107.5,0,2,0.0518,0.3797,1,7.65,0.7078,2
2,181,9,17,87,6,24.8,2,1,0.5795,0.0297,0,5.01,0.6679,2
7,36,16,12,11,0,25.7,1,2,0.6248,0.3858,8,15.27,0.4598,1
2,28,6,0,6,1,16.2,3,0,0.147,0.3716,1,4.52,0.4229,1
5,75,2,10,35,0,5.4,1,1,0.0118,0.0036,5,1.0,0.4272,1
1,194,19,32,73,18,3.4,0,0,0.8541,0.4131,8,10.97,0.6997,2
7,132,9,12,79,5,0.9,0,3,0.3974,0.8267,16,14.61,0.5771,1
2,64,2,24,34,2,32.1,1,0,0.6568,0.8282,3,4.53,0.5351,1
2,2,0,0,1,0,4.6,0,2,0.1126,0.3548,6,5.99,0.2805,0
7,77,11,11,35,4,11.8,0,1,0.4468,0.78,0,4.0,0.4254,1
3,138,24,17,107,25,14.8,0,2,0.8903,0.7112,3,4.68,0.788,2
2,69,6,12,51,33,19.3,0,0,0.5378,0.3199,16,4.64,0.5891,1
1,181,22,34,94,59,30.4,2,1,0.1817,0.0823,8,16.62,0.816,3
0,37,4,3,12,0,29.1,1,0,0.4524,0.6221,15,3.15,0.3304,0
1,16,0,1,1,0,12.2,1,3,0.6609,0.3354,10,0.26,0.366,1
6,39,5,3,13,1,44.6,0,0,0.1391,0.6579,1,7.06,0.2934,0
1,165,126,80,55,13,48.8,1,0,0.6076,0.0989,11,28.36,0.6978,2
2,164,66,17,51,1,46.0,0,1,0.8787,0.0081,13,8.36,0.6586,2
3,51,7,7,17,1,9.6,2,2,0.3152,0.3564,15,9.43,0.4581,1
1,198,6,39,51,1,13.0,0,1,0.9341,0.804,9,3.42,0.5989,1
1,38,4,6,6,0,4.7,3,0,0.3539,0.7786,18,4.03,0.452,1
0,168,2,0,68,36,3.2,1,2,0.4058,0.9032,2,8.48,0.6533,2
7,155,41,32,33,8,6.6,0,2,0.8252,0.2784,2,1.89,0.6385,2
1,123,6,4,51,6,14.0,2,1,0.6897,0.4605,11,4.99,0.605,2
0,186,85,14,82,0,136.6,1,2,0.7784,0.0911,11,0.06,0.7121,2
6,130,32,0,82,14,16.9,0,2,0.1279,0.3808,1,4.63,0.6147,2
7,40,7,20,19,2,14.4,1,1,0.3278,0.6054,6,20.69,0.4049,1
6,91,32,12,45,3,17.0,1,3,0.5145,0.37,17,16.9,0.6582,2
2,163,0,0,55,3,10.2,2,0,0.1274,0.3655,15,9.38,0.5081,1
4,65,6,1,14,5,5.2,1,1,0.2835,0.92,6,13.66,0.4126,1
6,34,19,19,6,1,17.2,1,0,0.4152,0.8849,17,0.77,0.3768,1
5,34,2,0,16,3,64.0,3,3,0.2257,0.1804,0,3.27,0.4091,1
6,4,0,0,1,0,21.9,2,2,0.85,0.0635,6,0.56,0.24,0
7,172,33,24,75,20,3.3,2,2,0.2459,0.8364,9,0.65,0.7073,2
3,91,23,6,51,6,0.4,0,1,0.9113,0.3795,15,1.89,0.5707,1
2,99,4,13,34,9,70.3,2,0,0.0299,0.5271,5,9.12,0.6566,2
5,184,73,15,168,21,20.7,0,3,0.6001,0.0756,8,6.42,0.7967,2
4,67,17,13,29,10,6.7,2,0,0.5949,0.0445,10,2.1,0.475,1
3,5,1,0,1,0,79.5,1,2,0.8289,0.6348,7,9.52,0.386,1
2,121,5,10,54,5,34.9,3,2,0.8286,0.4885,15,20.5,0.7247,2
3,45,0,1,24,4,34.3,0,1,0.2582,0.2316,17,9.02,0.3694,1
2,36,7,2,15,1,35.9,1,1,0.468,0.0191,11,6.81,0.4261,1
6,193,8,10,58,5,5.3,2,3,0.8577,0.6363,14,0.77,0.5926,1
4,175,2,13,49,2,10.1,2,0,0.0859,0.0438,11,8.13,0.4584,1
2,139,12,71,59,4,21.7,0,3,0.5215,0.4008,16,12.43,0.7039,2
0,182,33,27,50,2,0.2,2,1,0.1853,0.6152,11,36.76,0.6735,2
2,160,32,33,142,7,65.4,0,2,0.6276,0.9679,3,7.16,0.7886,2
4,158,4,19,43,1,100.4,2,3,0.6318,0.6016,10,6.72,0.6918,2
1,40,3,3,33,5,6.8,1,1,0.7288,0.7709,19,4.54,0.3908,1
4,65,13,0,10,0,27.1,1,0,0.6135,0.6356,14,5.07,0.4021,1
6,86,31,34,10,0,3.1,1,1,0.6808,0.9807,13,10.96,0.5375,1
3,50,3,3,22,4,26.9,1,0,0.9356,0.2887,1,5.94,0.3856,1
1,87,22,12,25,5,26.2,1,2,0.0255,0.549,12,20.63,0.6549,2
1,138,6,9,33,0,57.3,3,3,0.3514,0.0935,5,7.46,0.6841,2
7,158,24,30,96,0,15.7,0,0,0.2146,0.7311,8,46.66,0.506,1
1,133,35,16,45,6,1.6,2,3,0.122,0.1698,7,18.61,0.7529,2
5,188,4,18,68,1,57.3,0,2,0.5636,0.2381,4,1.0,0.5572,1
7,78,34,5,25,7,23.7,0,0,0.7143,0.9178,3,7.33,0.5434,1
0,105,18,5,59,19,84.5,0,1,0.2381,0.0877,11,2.59,0.758,2
2,163,60,30,33,8,95.5,2,2,0.5692,0.9805,5,11.3,0.9214,3
7,101,2,5,63,2,6.8,3,0,0.0123,0.5968,19,1.56,0.4883,1
4,89,10,18,42,12,12.3,0,0,0.7399,0.7776,17,10.22,0.6088,2
2,45,5,1,18,8,9.0,0,0,0.7419,0.0444,8,2.34,0.4066,1
0,20,7,4,6,0,44.3,0,2,0.757,0.1915,12,0.44,0.4383,1
7,116,41,5,32,19,6.7,3,3,0.8763,0.9838,12,1.84,0.7822,2
1,175,15,29,51,1,14.4,1,2,0.8644,0.3135,2,5.04,0.6112,2
2,27,2,2,9,1,75.5,1,0,0.831,0.8318,10,12.64,0.3601,1
4,59,9,26,45,1,21.9,0,2,0.9163,0.4237,5,14.94,0.5452,1
4,130,0,67,57,22,5.5,2,2,0.3579,0.2321,17,5.57,0.7663,2
1,58,5,0,19,3,17.4,1,1,0.6444,0.3844,18,7.44,0.4264,1
3,180,3,24,119,17,37.9,0,1,0.9885,0.3852,3,5.52,0.6903,2
1,19,0,1,7,0,8.1,3,0,0.3903,0.1142,17,9.5,0.4141,1
2,38,10,1,13,6,65.2,0,1,0.6638,0.4156,14,30.79,0.4382,1
4,4,0,0,2,0,148.4,2,0,0.5792,0.6913,16,1.43,0.3266,0
6,34,10,9,18,1,43.7,0,2,0.3568,0.0241,19,5.24,0.3874,1
4,8,0,0,2,0,14.9,0,0,0.4351,0.1771,5,1.85,0.2727,0
2,124,40,7,58,27,8.1,2,1,0.9292,0.9037,14,6.53,0.8369,3
0,59,8,7,28,0,65.0,3,1,0.3611,0.1093,8,2.53,0.5375,1
7,36,0,11,8,0,10.6,2,3,0.0522,0.2709,11,3.09,0.4649,1
6,138,24,1,81,14,10.5,1,0,0.4703,0.8,4,19.09,0.5251,1
3,51,1,24,11,0,35.8,0,3,0.4392,0.6474,7,9.67,0.5758,1
6,182,27,3,139,41,65.9,0,2,0.5041,0.7202,9,10.62,0.7005,2
3,15,0,1,7,2,9.8,0,1,0.1263,0.0156,16,6.49,0.2614,0
4,80,26,28,24,6,11.3,1,1,0.8375,0.96,15,0.35,0.6053,2
5,77,27,4,54,19,49.1,1,1,0.5727,0.2569,11,2.9,0.628,2
5,25,0,3,14,1,31.4,2,1,0.2847,0.2008,15,3.91,0.3506,1
0,69,3,4,9,0,23.5,0,3,0.0311,0.2115,0,2.94,0.4537,1
6,87,38,20,70,1,62.9,0,2,0.2303,0.2845,9,4.81,0.616,2
4,99,15,15,21,6,5.4,0,1,0.6201,0.4651,1,21.51,0.5488,1
1,93,14,7,50,10,16.1,1,1,0.2235,0.8601,8,8.99,0.648,2
4,138,0,68,22,6,12.0,3,3,0.5751,0.1361,11,12.65,0.7631,2
6,165,26,4,35,4,3.3,0,0,0.8931,0.0289,17,1.66,0.4591,1
7,45,10,2,19,3,35.4,2,0,0.8012,0.1968,5,18.19,0.3286,0
1,154,97,26,45,1,26.5,3,3,0.0691,0.0576,17,14.5,0.7195,2
5,107,31,38,44,16,2.9,1,1,0.8423,0.8199,7,8.8,0.6916,2
0,196,35,2,21,4,18.8,0,3,0.1972,0.6582,2,10.92,0.6792,2
5,3,0,0,0,0,16.9,1,1,0.1939,0.5851,0,18.71,0.219,0
4,66,6,11,28,12,7.6,2,1,0.2567,0.2418,11,3.05,0.5109,1
0,59,20,25,32,13,11.0,2,3,0.2295,0.2633,14,5.1,0.7744,2
3,173,10,22,54,10,27.9,2,0,0.9689,0.2007,0,4.47,0.6673,2
7,85,12,6,64,11,40.5,1,2,0.1102,0.8324,14,5.4,0.5867,1
5,132,11,4,56,5,91.1,0,0,0.9661,0.4889,16,2.89,0.5226,1
0,103,20,13,25,5,48.6,0,0,0.0107,0.8234,3,9.33,0.6371,2
3,187,7,33,87,44,91.7,2,1,0.4649,0.9002,9,0.47,0.8755,3
2,11,0,0,8,2,22.7,0,1,0.5774,0.2995,1,14.64,0.3466,0
6,49,0,1,11,0,29.0,3,2,0.5782,0.5026,16,29.36,0.3012,0
2,169,27,26,133,35,5.4,2,1,0.4014,0.0083,13,5.62,0.8169,3
7,173,0,7,124,17,8.7,1,3,0.6296,0.2558,0,1.92,0.6608,2
7,119,25,26,67,9,10.6,2,2,0.2898,0.517,19,0.05,0.626,2
7,115,40,7,62,5,9.5,1,0,0.1879,0.5941,13,0.6,0.5821,1
3,139,1,7,102,2,38.9,0,1,0.372,0.7998,18,0.47,0.5909,1
3,51,18,10,0,0,8.6,2,0,0.3561,0.6097,11,1.34,0.424,1
5,48,15,0,6,1,40.6,1,2,0.6868,0.4627,11,17.64,0.3952,1
2,150,11,49,63,22,0.1,1,0,0.9738,0.1613,3,12.12,0.7653,2
